,Name,Date,Date (DSW),Date (PWP),Date (KEH),Status,Location,Lat,Lon,Style,Building Type,Client,Client Type, Notes,Sources,Generated Lat,Generated Lon
498,Leon Errol Residence,1939.0,,None,1905-04-22 00:00:00,,"Toluca Lake, CA, USA",34.1501794,-118.3549609,,Residential/Single Family,Leon Errol,Private/Individual,,,34.1521688,-118.3571417
499,Charlotte Phillips Residential,1940.0,,None,1905-04-23 00:00:00,,"Toluca Lake, CA, USA",34.1501794,-118.3549609,,Residential/Single Family,Charlotte Phillips,Private/Individual,,,34.1521688,-118.3571417
500,Arthur Park Residence,1959.0,,None,1905-05-12 00:00:00,,"Toluca Lake, CA, USA",34.1501794,-118.3549609,,Residential/Single Family,Arthur Park,Private/Corporate,,,34.1521688,-118.3571417
501,Stalcup Shopping Center (2),1958.0, ,None,1905-05-11 00:00:00,,"Torrance, CA, USA",33.8358492,-118.3406288,,Retail/Shopping,,Private/Corporate,,,33.8358492,-118.3406288
502,Erman Pessis Residence,1958.0,,None,1905-05-11 00:00:00,,"Trousdale Estates, CA, USA",34.1041122,-118.395863,,Residential/Single Family,Erman Pessis,Private/Individual,,,34.1050082,-118.3953567
503,Garris House,1958.0,,1905-05-11 00:00:00,None,,"Trousdale Estates, CA, USA",34.1041122,-118.395863,California Modernism,Residential/Single Family,Michael J. Garris,Private/Individual,,,34.1050082,-118.3953567
504,J. C. Garrett Residence (2),1958.0,,None,1905-05-11 00:00:00,,"Trousdale Estates, CA, USA",34.1041122,-118.395863,,Residential/Single Family,J. C. Garrett,Private/Individual,,,34.1050082,-118.3953567
505,Del Rio Housing,1949.0,,None,1905-05-02 00:00:00,,"Tucson, Arizona, USA",32.2217429,-110.926479,,Residential/Multi-Unit,,Private/Individual,700 units,,32.2228765,-110.9748477
506,Pueblo Gardens Subdivision,1949.0,1949,None,None,,"Tucson, Arizona, USA",32.2217429,-110.926479,,Residential/Multi-Unit,,Private/Corporate,,,32.2228765,-110.9748477
507,Don. L Thompson Residence,1951.0,,None,1905-05-04 00:00:00,,"Tucson, Arizona, USA",32.2217429,-110.926479,,Residential/Single Family,Don L. Thompson,Private/Individual,,,32.2228765,-110.9748477
508,Roland H. Bradley Residence,1948.0,,None,1905-05-01 00:00:00,,"Tujunga, CA, USA",34.252225,-118.2884105,,Residential/Single Family,Roland H. Bradley,Private/Individual,,,34.252225,-118.2884105
509,Robert Lerner Residence (2),1950.0,,None,1905-05-03 00:00:00,,"Van Nuys, CA, USA",34.1898566,-118.451357,,Residential/Single Family,Robert Lerner,Private/Individual,,,34.1866193,-118.4486669
510,Groman Shopping Center,1951.0,,None,1905-05-04 00:00:00,,"Van Nuys, CA, USA",34.1898566,-118.451357,,Retail/Shopping,,Private/Corporate,,,34.1866193,-118.4486669
511,George O'Brien Residence,1953.0,,None,1905-05-06 00:00:00,,"Vancouver, B.C., Canada",49.2827291,-123.1207375,,Residential/Single Family,,Private/Individual,,,49.2874686,-123.1195789
512,Ben Platt Residence,1928.0,,None,1905-04-11 00:00:00,,"Vermont Canyon, CA, USA",34.1128509,-118.2900491,,Residential/Single Family,Ben Platt,Private/Individual,,,34.1183447,-118.2941802
513,Bank of America,1957.0,,None,1905-05-10 00:00:00,,"Victorville, CA, USA",34.5362184,-117.2927641,,Banks/Financial,,Private/Corporate,,,34.5361067,-117.2911565
514,San Gabriel Hospital,1958.0,,None,1905-05-10 00:00:00,,"Victorville, CA, USA",34.5362184,-117.2927641,,Medical,,Public,,,34.5361067,-117.2911565
515,"Men's Dormitory, Howard University",1939.0,,1905-04-20 00:00:00,1905-04-22 00:00:00,,"Washington D.C., USA",38.9071923,-77.0368707,,Residential/Multi-Unit,Howard University,Private/Corporate,Joint venture,,38.8949924,-77.0365581
516,Howard University Dental School,1954.0,,1905-05-07 00:00:00,1905-05-01 00:00:00,,"Washington D.C., USA",38.9071923,-77.0368707,,Educational,Howard University,Private/Corporate,,,38.8949924,-77.0365581
517,Morris Tyre Residence,1947.0,,None,1905-04-30 00:00:00,,"West Hollywood, CA, USA",34.0900091,-118.3617443,,Residential/Single Family,Morris Tyre,Private/Individual,,,34.0923014,-118.3692894
518,Beverly Sunset Medical Center,1964.0,,None,1905-05-17 00:00:00,,"West Hollywood, CA, USA",34.0900091,-118.3617443,Modern,Medical,,Private/Corporate,,,34.0923014,-118.3692894
519,Henry M. Hubshman Residence,1961.0,,None,1905-05-14 00:00:00,,"Westchester, New York, USA",41.1220194,-73.7948516,,Residential/Single Family,Henry M. Hubshman,Private/Individual,,,41.1763139,-73.7907554
520,"Chi Omega Sorority, UCLA",1929.0,1929,None,1905-04-12 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,,Residential/Multi-Unit,UCLA,Private/Corporate,,,34.0561207,-118.4306347
521,"Kappa Sigma Fraternity, UCLA",1929.0,1926,None,1905-04-12 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,,Residential/Multi-Unit,UCLA,Private/Corporate,,,34.0561207,-118.4306347
522,Kelly Music Company,1930.0,,1905-04-13 00:00:00,1905-04-12 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,Mediterranean Revival,Retail/Shopping,,Private/Corporate,,,34.0561207,-118.4306347
523,S. H. Wolfe Residence,1931.0,,None,1905-04-14 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,,Residential/Single Family,S. H. Wolfe,Private/Individual,,,34.0561207,-118.4306347
524,Burns Residence,1932.0,,None,1905-04-15 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,,Residential/Single Family,Burns Family,Private/Individual,,,34.0561207,-118.4306347
525,Frank S. Millette Residence,1935.0,,None,1905-04-18 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,,Residential/Single Family,Frank S. Millette,Private/Individual,,,34.0561207,-118.4306347
526,Golding-Koblitz Triplex,1948.0,,None,1905-05-01 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,,Residential/Multi-Unit,Golding-Kiblitz,Private/Individual,,,34.0561207,-118.4306347
527,"Kappa Kappa Gamma House, UCLA (alterations/additions)",1952.0,,None,1905-05-05 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,,Residential/Multi-Unit,,Private/Corporate,,,34.0561207,-118.4306347
528,"Delta Nu Fraternty, UCLA (alterations/additions)",1953.0,,None,1905-05-06 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,,Residential/Multi-Unit,,Private/Corporate,,,34.0561207,-118.4306347
529,Franz Hall Addition UCLA,1958.0,1958,1905-05-20 00:00:00,1905-05-14 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,Modern,Educational,UCLA,Private/Corporate,"124,600 sq. ft.",,34.0561207,-118.4306347
530,UCLA Botany Building,1959.0,1956,1905-05-12 00:00:00,1905-05-09 00:00:00,,"Westwood, CA, USA",34.0635016,-118.4455164,,Educational,UCLA,Public,"35,700 sq. ft.",,34.0561207,-118.4306347
531,Felix Chappellet Residence (2),1938.0,,None,1905-04-21 00:00:00,,"Whittier, CA, USA",33.9791793,-118.032844,,Residential/Single Family,Felix Chappellet,Private/Individual,,,33.9708782,-118.0308396
532,S. C. Hookstratten Residence,1939.0,,None,1905-04-22 00:00:00,,"Whittier, CA, USA",33.9791793,-118.032844,,Residential/Single Family,S. C. Hookstratten,Private/Individual,http://www.historicwhittierhomes.com/links/landmrk_local-register_newe.pdf,,33.9708782,-118.0308396
533,Carver Manor Homes,1946.0,,1905-04-29 00:00:00,1905-04-29 00:00:00,,"Willowbrook, CA, USA",33.9169602,-118.2550726,,Residential/Multi-Unit,Velma Grant,Public-gov,"250 houses, for African American servicemen and WWII veterans",,33.9187863,-118.2343933
534,Livingston Pontiac,1968.0,,None,1905-05-21 00:00:00,,"Woodland Hills, CA, USA",34.165357,-118.6089752,,Retail/Shopping,,Private/Corporate,,,34.1684364,-118.6058382
535,Andy Kirk Residence,1947.0,,None,1905-04-30 00:00:00,,"Yonkers, New York, USA",40.9312099,-73.8987469,,Residential/Single Family,Andy Kirk,Private/Individual,,,40.9312099,-73.8987469
536,Fox West Coast Theatre,1930.0,No Date,None,1905-04-13 00:00:00,,"Zoe & Pacific, Huntington CA, USA",33.9792706,-118.2251766,,Theater/Entertainment,,Private/Corporate,"""Fox West Coast Theater"" - DSW",,33.6528026,-117.9947372
